,ID,Rejected,Gender,Car,Realty,Work Phone,Phone,Email,# of Children,Annual Income,Age,Years Employed,Family Size,Income Category,Occupation,Education,Marital Status,Residency
19404,5054168,0,0,0,0,0,1,0,1.0,low,low,lowest,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
19405,5054169,0,0,0,0,0,1,0,1.0,low,low,lowest,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
19406,5054172,0,0,1,0,1,1,0,1.0,high,medium,lowest,3.0,Working,Office,Higher education,Married,House / apartment
19407,5054173,0,0,1,0,1,1,0,1.0,high,medium,lowest,3.0,Working,Office,Higher education,Married,House / apartment
19408,5054174,0,1,1,0,1,0,0,1.0,low,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
19409,5054175,0,1,1,0,1,0,0,1.0,low,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
19410,5054176,0,1,1,0,1,0,0,1.0,low,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
19411,5054177,0,1,1,0,1,0,0,1.0,low,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
19412,5054178,0,1,1,0,1,0,0,1.0,low,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
19413,5054179,0,1,1,0,1,0,0,1.0,low,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
19414,5054180,0,1,1,0,1,0,0,1.0,low,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
19415,5054181,0,1,1,0,1,0,0,1.0,low,low,lowest,3.0,Working,High Tech,Higher education,Married,House / apartment
19416,5054182,0,0,0,0,0,1,0,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19417,5054183,0,0,0,0,0,1,0,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19418,5054184,0,0,0,0,0,1,0,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19419,5054185,0,0,0,0,0,1,0,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19420,5054186,0,0,0,0,0,1,0,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19421,5054187,0,0,0,0,0,1,0,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19422,5054188,0,0,0,0,0,1,0,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19423,5054192,0,0,0,0,0,1,0,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19424,5054193,0,0,0,0,0,1,0,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19425,5054196,0,0,0,0,0,1,0,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19426,5054200,0,0,0,0,0,1,0,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19427,5054201,0,0,1,0,0,1,0,2.0,low,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19428,5054202,0,0,1,0,0,1,0,2.0,low,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19429,5054203,0,0,1,0,0,1,0,2.0,low,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19430,5054204,0,1,1,0,1,1,0,0.0,low,lowest,lowest,1.0,Working,Labor,Higher education,Single / not married,House / apartment
19431,5054205,0,1,1,0,1,1,0,0.0,low,lowest,lowest,1.0,Working,Labor,Higher education,Single / not married,House / apartment
19432,5054206,0,1,1,0,1,0,0,2.0,medium,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,With parents
19433,5054207,0,1,1,0,1,0,0,2.0,medium,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,With parents
19434,5054208,0,1,1,0,1,0,0,2.0,medium,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,With parents
19435,5054209,0,1,1,0,1,0,0,2.0,medium,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,With parents
19436,5054210,0,1,1,0,1,0,0,2.0,medium,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,With parents
19437,5054211,0,1,1,0,1,0,0,2.0,medium,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,With parents
19438,5054212,0,1,1,0,1,0,0,2.0,medium,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,With parents
19439,5054213,0,1,1,0,1,0,0,2.0,medium,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,With parents
19440,5054214,0,1,1,0,1,0,0,2.0,medium,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,With parents
19447,5054223,0,0,0,0,1,0,0,2.0,medium,medium,lowest,3.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
19448,5054224,0,0,0,0,1,0,0,2.0,medium,medium,lowest,3.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
19449,5054226,0,0,0,0,1,0,0,2.0,medium,medium,lowest,3.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
19451,5054228,0,0,0,0,1,0,0,2.0,medium,low,lowest,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
19452,5054229,0,0,0,0,1,0,0,2.0,medium,low,lowest,3.0,Working,High Tech,Secondary / secondary special,Married,House / apartment
19453,5054231,0,1,0,0,0,0,0,0.0,low,low,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19459,5054240,0,0,0,0,1,1,0,0.0,low,lowest,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19460,5054241,0,0,0,0,1,1,0,0.0,low,lowest,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19461,5054242,0,0,0,0,1,1,0,0.0,low,lowest,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19462,5054243,0,0,0,0,1,1,0,0.0,low,lowest,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19463,5054244,0,0,0,0,1,1,0,0.0,low,lowest,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19464,5054245,0,0,0,0,1,1,0,0.0,low,lowest,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19465,5054247,0,1,1,0,1,1,0,2.0,medium,medium,low,3.0,Commercial associate,Office,Secondary / secondary special,Civil marriage,House / apartment
19466,5054248,0,1,1,0,1,1,0,2.0,medium,medium,low,3.0,Commercial associate,Office,Secondary / secondary special,Civil marriage,House / apartment
19467,5054249,0,1,1,0,1,1,0,2.0,medium,medium,low,3.0,Commercial associate,Office,Secondary / secondary special,Civil marriage,House / apartment
19468,5054250,0,1,1,0,1,0,0,2.0,high,low,low,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
19469,5054251,0,1,0,0,1,0,0,0.0,medium,lowest,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19470,5054252,0,1,0,0,1,0,0,0.0,medium,lowest,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19471,5054253,0,1,0,0,1,0,0,0.0,medium,lowest,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19472,5054254,0,1,0,0,1,0,0,0.0,medium,lowest,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19473,5054255,0,1,0,0,1,0,0,0.0,medium,lowest,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19474,5054256,0,1,0,0,1,0,0,0.0,medium,lowest,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19475,5054257,0,1,0,0,1,0,0,0.0,medium,lowest,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19476,5054258,0,1,0,0,1,0,0,0.0,medium,lowest,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19477,5054259,0,1,0,0,1,0,0,0.0,medium,lowest,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19478,5054260,0,1,0,0,1,0,0,0.0,medium,lowest,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19479,5054261,0,1,0,0,1,0,0,0.0,medium,lowest,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19480,5054262,0,1,0,0,1,0,0,0.0,medium,lowest,lowest,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19486,5054270,0,0,0,0,0,1,0,0.0,low,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19487,5054271,0,0,0,0,0,1,0,0.0,low,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19488,5054272,0,0,0,0,0,1,0,0.0,low,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19489,5054273,0,0,0,0,0,1,0,0.0,high,medium,low,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
19490,5054274,0,0,0,0,0,1,0,0.0,high,medium,low,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
19491,5054275,0,0,0,0,0,1,0,0.0,high,medium,low,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
19492,5054276,0,0,0,0,0,1,0,0.0,high,medium,low,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
19493,5054277,0,0,0,0,0,1,0,0.0,high,medium,low,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
19494,5054278,0,0,0,0,0,1,0,0.0,high,medium,low,2.0,State servant,Office,Secondary / secondary special,Married,House / apartment
19495,5054279,0,1,0,0,0,0,0,0.0,high,lowest,lowest,1.0,State servant,Labor,Secondary / secondary special,Single / not married,With parents
19496,5054280,1,1,0,0,0,0,0,0.0,high,lowest,lowest,1.0,State servant,Labor,Secondary / secondary special,Single / not married,With parents
19497,5054281,0,0,1,0,0,0,0,0.0,low,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
19498,5054284,0,0,0,0,1,0,0,1.0,low,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19499,5054285,0,0,0,0,1,0,0,1.0,low,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19500,5054286,0,0,0,0,1,0,0,1.0,low,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19501,5054287,0,0,0,0,1,0,0,1.0,low,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19502,5054290,0,0,0,0,1,0,0,1.0,low,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19503,5054291,0,0,0,0,1,0,0,1.0,low,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19504,5054292,0,0,0,0,1,0,0,1.0,low,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19505,5054293,0,0,0,0,1,0,0,1.0,low,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19506,5054294,0,0,0,0,1,0,0,1.0,low,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19507,5054295,0,0,0,0,1,0,0,1.0,low,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19508,5054296,0,0,0,0,1,0,0,1.0,low,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19509,5054297,0,0,1,0,1,0,0,0.0,low,low,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19510,5054298,0,0,1,0,1,0,0,0.0,low,low,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19511,5054299,0,0,1,0,1,0,0,0.0,low,low,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19512,5054300,0,0,1,0,1,0,0,0.0,low,low,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19513,5054301,0,0,1,0,1,0,0,0.0,low,low,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19514,5054302,0,0,1,0,1,0,0,0.0,low,low,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19515,5054303,0,0,1,0,1,0,0,0.0,low,low,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19516,5054304,0,0,1,0,1,0,0,0.0,low,low,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19517,5054305,0,0,1,0,1,0,0,0.0,low,low,medium,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19518,5054306,0,1,0,0,0,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19519,5054307,0,1,0,0,0,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19520,5054308,0,1,0,0,0,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19521,5054309,0,1,0,0,0,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19522,5054310,0,1,0,0,0,0,0,1.0,low,lowest,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19523,5054311,0,0,0,0,1,1,0,0.0,low,high,lowest,2.0,Commercial associate,High Tech,Secondary / secondary special,Married,House / apartment
19524,5054312,1,0,0,0,1,1,0,0.0,low,high,lowest,2.0,Commercial associate,High Tech,Secondary / secondary special,Married,House / apartment
19525,5054313,1,0,0,0,1,1,0,0.0,low,high,lowest,2.0,Commercial associate,High Tech,Secondary / secondary special,Married,House / apartment
19526,5054314,1,0,0,0,1,1,0,0.0,low,high,lowest,2.0,Commercial associate,High Tech,Secondary / secondary special,Married,House / apartment
19527,5054315,1,0,0,0,1,1,0,0.0,low,high,lowest,2.0,Commercial associate,High Tech,Secondary / secondary special,Married,House / apartment
19528,5054316,0,0,0,0,0,0,0,2.0,low,lowest,lowest,3.0,Working,High Tech,Secondary / secondary special,Civil marriage,House / apartment
19529,5054317,0,1,0,0,0,0,0,2.0,low,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19530,5054318,0,1,0,0,0,0,0,2.0,low,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19531,5054319,0,1,0,0,0,0,0,2.0,low,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19532,5054320,0,1,0,0,0,0,0,2.0,low,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19537,5054328,0,0,0,0,1,0,0,0.0,low,medium,lowest,2.0,State servant,High Tech,Incomplete higher,Married,Municipal apartment
19538,5054330,0,1,0,0,1,0,0,0.0,low,highest,high,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19539,5054331,0,1,0,0,1,0,0,0.0,low,highest,high,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19540,5054332,0,1,0,0,1,0,0,0.0,low,highest,high,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19541,5054333,0,1,0,0,1,0,0,0.0,low,highest,high,2.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19542,5054335,0,0,0,0,0,0,0,2.0,low,low,lowest,3.0,Commercial associate,Office,Higher education,Married,House / apartment
19543,5054336,0,0,1,0,0,1,0,0.0,high,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19544,5054338,0,0,1,0,0,1,0,0.0,high,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19545,5054339,0,0,1,0,0,1,0,0.0,high,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19546,5054342,0,0,1,0,0,1,0,0.0,high,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19547,5054343,0,0,1,0,0,1,0,0.0,high,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19548,5054344,0,0,1,0,0,1,0,0.0,high,high,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19549,5054345,0,0,0,0,1,1,0,0.0,low,low,lowest,1.0,Working,Office,Secondary / secondary special,Single / not married,House / apartment
19550,5054347,0,0,0,0,1,1,0,0.0,low,low,lowest,1.0,Working,Office,Secondary / secondary special,Single / not married,House / apartment
19551,5054348,0,0,0,0,1,1,0,0.0,low,low,lowest,1.0,Working,Office,Secondary / secondary special,Single / not married,House / apartment
19552,5054349,0,0,0,0,0,0,1,0.0,medium,low,lowest,1.0,Working,Office,Higher education,Single / not married,House / apartment
19553,5054350,0,0,0,0,0,0,1,0.0,medium,low,lowest,1.0,Working,Office,Higher education,Single / not married,House / apartment
19554,5054351,0,0,0,0,0,0,1,0.0,medium,low,lowest,1.0,Working,Office,Higher education,Single / not married,House / apartment
19555,5054352,0,1,0,0,0,0,0,0.0,low,highest,low,2.0,State servant,Labor,Secondary / secondary special,Civil marriage,House / apartment
19556,5054354,0,1,0,0,0,0,0,0.0,low,highest,low,2.0,State servant,Labor,Secondary / secondary special,Civil marriage,House / apartment
19557,5054355,0,1,0,0,0,0,0,0.0,low,highest,low,2.0,State servant,Labor,Secondary / secondary special,Civil marriage,House / apartment
19558,5054356,0,1,0,0,0,0,0,0.0,low,highest,low,2.0,State servant,Labor,Secondary / secondary special,Civil marriage,House / apartment
19559,5054357,0,1,0,0,0,0,0,0.0,low,highest,low,2.0,State servant,Labor,Secondary / secondary special,Civil marriage,House / apartment
19560,5054359,0,1,0,0,1,0,0,0.0,low,lowest,lowest,2.0,Working,Labor,Higher education,Married,House / apartment
19561,5054362,0,1,0,0,1,0,0,0.0,low,lowest,lowest,2.0,Working,Labor,Higher education,Married,House / apartment
19562,5054363,0,1,0,0,1,0,0,0.0,low,lowest,lowest,2.0,Working,Labor,Higher education,Married,House / apartment
19577,5054384,0,1,1,0,1,1,0,0.0,high,low,low,1.0,Commercial associate,Labor,Higher education,Single / not married,House / apartment
19578,5054386,1,1,1,0,1,1,0,0.0,high,low,low,1.0,State servant,Labor,Higher education,Single / not married,House / apartment
19579,5054387,1,1,1,0,1,1,0,0.0,high,low,low,1.0,Commercial associate,Labor,Higher education,Single / not married,House / apartment
19587,5054399,0,0,0,0,1,0,0,2.0,low,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19588,5054404,0,1,0,0,1,0,0,0.0,high,low,low,2.0,Commercial associate,High Tech,Higher education,Married,With parents
19589,5054405,0,1,0,0,1,0,0,0.0,high,low,low,2.0,Commercial associate,High Tech,Higher education,Married,With parents
19590,5054406,0,1,0,0,1,0,0,0.0,high,low,low,2.0,Commercial associate,High Tech,Higher education,Married,With parents
19591,5054407,0,1,0,0,1,0,0,0.0,high,low,low,2.0,Commercial associate,High Tech,Higher education,Married,With parents
19592,5054410,0,1,0,0,1,0,0,0.0,high,low,low,2.0,Commercial associate,High Tech,Higher education,Married,With parents
19593,5054411,0,1,0,0,1,0,0,0.0,high,low,low,2.0,Commercial associate,High Tech,Higher education,Married,With parents
19594,5054412,0,1,0,0,1,0,0,0.0,high,low,low,2.0,Commercial associate,High Tech,Higher education,Married,With parents
19595,5054413,0,1,0,0,1,0,0,0.0,high,low,low,2.0,Commercial associate,High Tech,Higher education,Married,With parents
19596,5054414,0,1,0,0,1,0,0,0.0,high,low,low,2.0,Commercial associate,High Tech,Higher education,Married,With parents
19597,5054415,0,1,0,0,1,0,0,0.0,high,low,low,2.0,Commercial associate,High Tech,Higher education,Married,With parents
19598,5054417,0,1,0,0,1,0,0,0.0,high,low,low,2.0,Commercial associate,High Tech,Higher education,Married,With parents
19599,5054419,0,1,0,0,1,0,0,0.0,high,low,low,2.0,Commercial associate,High Tech,Higher education,Married,With parents
19600,5054420,0,1,0,0,1,0,0,0.0,high,low,low,2.0,Commercial associate,High Tech,Higher education,Married,With parents
19604,5054424,0,0,0,1,1,0,0,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19605,5054425,0,0,0,1,1,0,0,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19606,5054426,0,0,0,1,1,0,0,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19607,5054429,0,0,0,1,1,0,0,0.0,low,low,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19608,5054430,0,0,0,1,0,0,0,1.0,medium,low,lowest,3.0,Working,High Tech,Secondary / secondary special,Civil marriage,House / apartment
19609,5054432,0,0,0,1,0,0,0,1.0,medium,low,lowest,3.0,Working,High Tech,Secondary / secondary special,Civil marriage,House / apartment
19618,5054450,0,1,1,1,0,0,0,0.0,high,high,lowest,2.0,Working,Labor,Higher education,Married,House / apartment
19619,5054453,0,1,1,1,0,0,0,0.0,high,high,lowest,2.0,Working,Labor,Higher education,Married,House / apartment
19623,5054457,0,1,1,0,0,1,0,1.0,low,high,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19624,5054459,0,1,1,0,0,1,0,1.0,low,high,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19625,5054460,0,1,1,0,0,1,0,1.0,low,high,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19626,5054461,0,1,1,0,0,1,0,1.0,low,high,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19627,5054462,0,1,1,0,0,1,0,1.0,low,high,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19628,5054465,0,1,1,0,0,1,0,1.0,low,high,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19629,5054466,0,1,1,0,0,1,0,1.0,low,high,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19630,5054467,0,1,1,1,1,1,0,0.0,low,lowest,lowest,1.0,Working,High Tech,Secondary / secondary special,Single / not married,With parents
19631,5054468,0,1,1,1,1,1,0,0.0,low,lowest,lowest,1.0,Working,High Tech,Secondary / secondary special,Single / not married,With parents
19632,5054469,0,1,1,1,1,1,0,0.0,low,lowest,lowest,1.0,Working,High Tech,Secondary / secondary special,Single / not married,With parents
19633,5054471,0,1,1,1,1,1,0,0.0,low,lowest,lowest,1.0,Working,High Tech,Secondary / secondary special,Single / not married,With parents
19634,5054472,0,0,1,1,1,1,0,1.0,high,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19635,5054473,0,0,1,1,1,1,0,1.0,high,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19636,5054474,0,0,1,1,1,1,0,1.0,high,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19637,5054475,0,0,1,1,1,1,0,1.0,high,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19638,5054476,0,0,1,1,1,1,0,1.0,high,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19639,5054477,0,0,1,1,1,1,0,1.0,high,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19640,5054478,0,0,1,1,1,1,0,1.0,high,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19641,5054479,0,0,1,1,1,1,0,1.0,high,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19642,5054480,0,0,1,1,1,1,0,1.0,high,low,lowest,3.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19643,5054481,0,0,0,1,0,0,0,0.0,low,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19644,5054482,0,0,0,1,0,0,0,0.0,low,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19645,5054483,0,0,0,1,0,0,0,0.0,low,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19646,5054484,0,0,0,1,0,0,0,0.0,low,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19647,5054485,0,0,0,1,0,0,0,0.0,low,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19648,5054486,0,0,0,1,0,0,0,0.0,low,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19649,5054487,0,0,0,1,0,0,0,0.0,low,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19650,5054488,0,0,0,1,0,0,0,0.0,low,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19651,5054489,0,0,0,1,0,0,0,0.0,low,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19652,5054490,0,0,0,1,0,0,0,0.0,low,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19653,5054491,0,0,0,1,0,0,0,0.0,low,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19657,5054495,0,0,1,1,0,0,0,0.0,high,low,lowest,1.0,Commercial associate,Labor,Higher education,Separated,House / apartment
19658,5054496,0,0,1,1,0,0,0,0.0,high,low,lowest,1.0,Commercial associate,Labor,Higher education,Separated,House / apartment
19659,5054497,0,0,1,1,0,0,0,0.0,high,low,lowest,1.0,Commercial associate,Labor,Higher education,Separated,House / apartment
19660,5054498,0,1,1,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Labor,Secondary / secondary special,Single / not married,House / apartment
19661,5054499,0,1,1,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Labor,Secondary / secondary special,Single / not married,House / apartment
19662,5054500,0,1,1,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Labor,Secondary / secondary special,Single / not married,House / apartment
19663,5054501,0,1,1,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Labor,Secondary / secondary special,Single / not married,House / apartment
19664,5054502,0,1,0,1,0,0,0,0.0,low,medium,lowest,2.0,Working,Labor,Secondary / secondary special,Civil marriage,House / apartment
19670,5054510,0,1,1,1,1,0,0,0.0,low,lowest,lowest,1.0,Working,Office,Secondary / secondary special,Single / not married,House / apartment
19671,5054511,0,1,1,1,1,0,0,0.0,low,lowest,lowest,1.0,Working,Office,Secondary / secondary special,Single / not married,House / apartment
19672,5054512,0,1,1,1,1,0,0,0.0,low,lowest,lowest,1.0,Working,Office,Secondary / secondary special,Single / not married,House / apartment
19673,5054513,0,0,0,1,1,1,0,2.0,medium,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19674,5054514,0,0,0,1,1,1,0,2.0,medium,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19675,5054515,0,0,0,1,1,1,0,2.0,medium,low,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19685,5054526,0,0,0,1,0,0,0,2.0,low,low,lowest,3.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
19686,5054527,0,0,0,1,0,0,0,2.0,low,low,lowest,3.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
19687,5054531,0,0,0,1,1,0,0,0.0,medium,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19688,5054532,0,0,0,1,1,0,0,0.0,medium,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19689,5054533,0,0,0,1,1,0,0,0.0,medium,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19690,5054536,0,0,0,1,1,0,0,0.0,medium,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19691,5054537,0,0,0,1,1,0,0,0.0,medium,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19692,5054541,0,0,0,1,1,0,0,0.0,medium,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19693,5054542,0,0,0,1,1,0,0,0.0,medium,medium,lowest,2.0,Working,Office,Secondary / secondary special,Married,House / apartment
19694,5054543,0,1,0,1,0,0,0,1.0,medium,medium,lowest,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
